#,الفريق,% الفوز بالكأس
1,Spain,15.1
2,France,13.8
3,Brazil,10.0
4,Argentina,9.7
5,England,7.5
6,Portugal,7.2
7,Colombia,5.3
8,Belgium,5.3
9,Sweden,4.1
10,Croatia,3.4
11,United States,3.1
12,Morocco,3.1
13,Norway,2.3
14,Senegal,1.7
15,Australia,1.3
16,Mexico,1.0
17,Ivory Coast,1.0
18,Ghana,0.9
19,Ecuador,0.8
20,Algeria,0.8
21,Switzerland,0.7
22,Türkiye,0.4
23,Egypt,0.3
24,DR Congo,0.3
25,Paraguay,0.2
26,Cape Verde,0.2
27,Bosnia and Herzegovina,0.2
28,Austria,0.2
29,Canada,0.1
