team_a,team_b,is_knockout,neutral_venue,elo_diff,elo_official_diff,fifa_rank_diff,form5_win_rate_diff,form10_win_rate_diff,form10_gd_diff,form10_gf_diff,avg_overall_diff,max_overall_diff,market_value_diff,avg_market_value_diff,h2h_played,h2h_win_rate_a,h2h_wc_played,h2h_wc_win_rate_a,shootout_win_rate_a,shootout_win_rate_b,shootout_win_rate_diff,avg_caps_diff,elo_a,elo_b,fifa_rank_a,fifa_rank_b,avg_overall_a,avg_overall_b,form10_wr_a,form10_wr_b,strength_score_a,strength_score_b,strength_score_diff,target,home_score,away_score,match_date,tournament
United States,Ghana,0,1,186.8,160.0,32,-0.2,-0.4,-1.6,-1.1,1.6,1.0,129300000.0,4973077.0,1,0.0,1,0.0,0.6,0.385,0.215,15.1,2013.2,1826.4,17,49,78.4,76.8,0.4,0.8,0.6429,0.6923,-0.0495,0,1,2,2010-06-26,FIFA World Cup
Argentina,Mexico,0,1,247.3,340.0,13,0.0,0.1,0.5,0.6,10.4,8.0,615650000.0,23678846.0,26,0.423,2,1.0,0.652,0.5,0.152,1.2,2207.0,1959.7,1,14,84.1,73.7,0.7,0.6,0.8207,0.6511,0.1695,2,3,1,2010-06-27,FIFA World Cup
Germany,England,0,1,-98.3,-80.0,-6,0.2,-0.2,-0.7,0.0,-0.4,-1.0,-411200000.0,-15815385.0,27,0.37,4,0.25,0.75,0.333,0.417,0.3,2032.2,2130.5,10,4,84.8,85.2,0.7,0.9,0.813,0.9344,-0.1214,2,4,1,2010-06-27,FIFA World Cup
Brazil,Chile,0,1,364.6,314.5,34,0.6,0.4,1.7,1.0,10.8,12.0,928200000.0,35700000.0,64,0.719,2,1.0,0.562,0.5,0.062,35.8,2080.1,1715.5,6,40,85.3,74.5,0.5,0.1,0.7692,0.4635,0.3058,2,3,0,2010-06-28,FIFA World Cup
Netherlands,Slovakia,0,1,397.2,340.0,37,0.2,0.2,3.0,2.4,7.0,7.0,754200000.0,29007692.0,0,0.333,0,0.333,0.2,1.0,-0.8,33.7,2037.2,1640.0,8,45,83.9,76.9,0.7,0.5,0.7861,0.5568,0.2293,2,2,1,2010-06-28,FIFA World Cup
Paraguay,Japan,0,1,-88.3,-155.0,-36,0.0,-0.1,-1.7,-1.2,-3.6,-3.0,-117700000.0,-4526923.0,6,0.333,0,0.333,0.462,0.417,0.045,-4.5,1886.6,1974.9,54,18,74.9,78.5,0.5,0.6,0.612,0.6747,-0.0627,1,0,0,2010-06-29,FIFA World Cup
Spain,Portugal,0,1,201.0,110.0,3,0.2,0.1,0.5,0.2,1.3,1.0,217300000.0,8357692.0,33,0.424,0,0.333,0.5,0.625,-0.125,-16.1,2219.8,2018.8,2,5,85.8,84.5,0.7,0.6,0.8819,0.793,0.0888,2,1,0,2010-06-29,FIFA World Cup
Netherlands,Brazil,0,1,-42.9,-50.0,-2,0.0,0.2,2.0,1.9,-1.4,1.0,-174000000.0,-6692308.0,9,0.222,3,0.333,0.2,0.562,-0.362,-2.1,2037.2,2080.1,8,6,83.9,85.3,0.7,0.5,0.7861,0.7692,0.0169,2,2,1,2010-07-02,FIFA World Cup
Uruguay,Ghana,0,1,65.1,270.0,33,-0.4,-0.5,-1.5,-1.1,3.5,6.0,125950000.0,4844231.0,0,0.333,0,0.333,0.529,0.385,0.144,13.8,1891.5,1826.4,16,49,80.3,76.8,0.3,0.8,0.6023,0.6923,-0.0901,1,1,1,2010-07-02,FIFA World Cup
Argentina,Germany,0,1,174.8,180.0,9,-0.4,0.0,-0.5,-0.9,-0.7,-1.0,-139500000.0,-5365385.0,18,0.444,5,0.2,0.652,0.75,-0.098,15.7,2207.0,2032.2,1,10,84.1,84.8,0.7,0.7,0.8207,0.813,0.0077,0,0,4,2010-07-03,FIFA World Cup
Paraguay,Spain,0,1,-333.2,-395.0,-52,-0.2,-0.2,-2.2,-2.0,-10.9,-11.0,-1069650000.0,-41140385.0,3,0.0,2,0.0,0.462,0.5,-0.038,-2.0,1886.6,2219.8,54,2,74.9,85.8,0.5,0.7,0.612,0.8819,-0.2699,0,0,1,2010-07-03,FIFA World Cup
Uruguay,Netherlands,0,1,-145.7,-20.0,-8,-0.2,-0.4,-2.4,-2.2,-3.6,-1.0,-394900000.0,-15188462.0,4,0.75,1,0.0,0.529,0.2,0.329,2.5,1891.5,2037.2,16,8,80.3,83.9,0.3,0.7,0.6023,0.7861,-0.1838,0,2,3,2010-07-06,FIFA World Cup
Germany,Spain,0,1,-187.6,-150.0,-8,0.4,0.0,-0.7,-0.6,-1.0,-1.0,-275800000.0,-10607692.0,20,0.4,3,0.667,0.75,0.5,0.25,3.9,2032.2,2219.8,10,2,84.8,85.8,0.7,0.7,0.813,0.8819,-0.0688,0,0,1,2010-07-07,FIFA World Cup
Uruguay,Germany,0,1,-140.7,-10.0,-6,-0.6,-0.4,-1.4,-1.4,-4.5,0.0,-587700000.0,-22603846.0,9,0.111,3,0.0,0.529,0.75,-0.221,3.2,1891.5,2032.2,16,10,80.3,84.8,0.3,0.7,0.6023,0.813,-0.2107,0,2,3,2010-07-10,FIFA World Cup
Netherlands,Spain,0,1,-182.6,-140.0,-6,0.0,0.0,0.3,0.2,-1.9,0.0,-468600000.0,-18023077.0,9,0.444,0,0.333,0.2,0.5,-0.3,4.6,2037.2,2219.8,8,2,83.9,85.8,0.7,0.7,0.7861,0.8819,-0.0958,0,0,1,2010-07-11,FIFA World Cup
Brazil,Croatia,0,0,153.3,90.0,5,-0.2,-0.3,-1.4,-1.4,5.0,5.0,540900000.0,20803846.0,2,0.5,1,1.0,0.562,0.636,-0.074,-9.4,2080.1,1926.8,6,11,85.3,80.3,0.5,0.8,0.7692,0.7366,0.0326,2,3,1,2014-06-12,FIFA World Cup
Chile,Australia,0,1,-196.1,-74.5,-13,-0.8,-0.5,-2.0,-1.3,2.9,2.0,-80750000.0,-3105769.0,3,0.667,1,0.0,0.5,0.625,-0.125,-28.9,1715.5,1911.6,40,27,74.5,71.6,0.1,0.6,0.4635,0.624,-0.1605,2,3,1,2014-06-13,FIFA World Cup
Mexico,Cameroon,0,1,217.5,67.8,35,0.0,0.1,0.3,0.0,-2.5,-5.0,191850000.0,7378846.0,1,1.0,0,0.333,0.5,0.5,0.0,47.6,1959.7,1742.2,14,49,73.7,76.2,0.6,0.5,0.6511,0.5715,0.0796,2,1,0,2014-06-13,FIFA World Cup
Spain,Netherlands,0,1,182.6,140.0,6,0.0,0.0,-0.3,-0.2,1.9,0.0,468600000.0,18023077.0,10,0.5,1,1.0,0.5,0.2,0.3,-4.6,2219.8,2037.2,2,8,85.8,83.9,0.7,0.7,0.8819,0.7861,0.0958,0,1,5,2014-06-13,FIFA World Cup
Colombia,Greece,0,1,344.7,233.9,38,0.6,0.0,0.7,0.4,1.7,3.0,302350000.0,11628846.0,1,1.0,0,0.333,0.583,0.0,0.583,40.7,2100.8,1756.1,13,51,79.0,77.3,0.4,0.4,0.6501,0.5512,0.0989,2,3,0,2014-06-14,FIFA World Cup
England,Italy,0,1,297.7,217.2,6,0.2,0.2,1.3,0.2,0.8,1.0,1358200000.0,52238462.0,24,0.333,1,0.0,0.333,0.467,-0.134,32.8,2130.5,1832.8,4,10,85.2,84.4,0.9,0.7,0.9344,0.6541,0.2802,0,1,2,2014-06-14,FIFA World Cup
Ivory Coast,Japan,0,1,-126.4,-130.0,-20,0.2,0.0,-0.5,-0.2,0.2,-1.0,252650000.0,9717308.0,3,0.333,0,0.333,0.556,0.417,0.139,-3.9,1848.5,1974.9,38,18,78.7,78.5,0.6,0.6,0.6888,0.6747,0.014,2,2,1,2014-06-14,FIFA World Cup
Uruguay,Costa Rica,0,1,141.5,210.0,36,0.2,-0.1,-0.6,-0.8,13.3,18.0,359300000.0,13819231.0,7,0.714,0,0.333,0.529,0.2,0.329,36.3,1891.5,1750.0,16,52,80.3,67.0,0.3,0.4,0.6023,0.5273,0.075,0,1,3,2014-06-14,FIFA World Cup
Argentina,Bosnia and Herzegovina,0,1,509.2,505.0,63,0.4,0.4,0.6,-0.3,9.0,7.0,661100000.0,25426923.0,2,1.0,0,0.333,0.652,0.75,-0.098,25.2,2207.0,1697.8,1,64,84.1,75.1,0.7,0.3,0.8207,0.5315,0.2892,2,2,1,2014-06-15,FIFA World Cup
France,Honduras,0,1,554.1,480.9,75,0.4,0.2,0.5,1.1,18.2,18.0,1523000000.0,58576923.0,0,0.333,0,0.333,0.455,0.556,-0.101,31.4,2173.2,1619.1,3,78,86.1,67.9,0.8,0.6,0.9401,0.5585,0.3817,2,3,0,2014-06-15,FIFA World Cup
Switzerland,Ecuador,0,1,93.5,-10.0,4,0.4,0.2,0.9,1.5,4.4,0.0,-31250000.0,-1201923.0,0,0.333,0,0.333,0.25,0.5,-0.25,14.0,1976.0,1882.5,19,23,80.2,75.8,0.6,0.4,0.6869,0.6164,0.0705,2,2,1,2014-06-15,FIFA World Cup
Germany,Portugal,0,1,13.4,-40.0,-5,0.6,0.1,-0.2,-0.4,0.3,0.0,-58500000.0,-2250000.0,17,0.529,1,1.0,0.75,0.625,0.125,-12.2,2032.2,2018.8,10,5,84.8,84.5,0.7,0.6,0.813,0.793,0.02,2,4,0,2014-06-16,FIFA World Cup
Ghana,United States,0,1,-186.8,-160.0,-32,0.2,0.4,1.6,1.1,-1.6,-1.0,-129300000.0,-4973077.0,2,1.0,2,1.0,0.385,0.6,-0.215,-15.1,1826.4,2013.2,49,17,76.8,78.4,0.8,0.4,0.6923,0.6429,0.0495,0,1,2,2014-06-16,FIFA World Cup
Iran,Nigeria,0,1,-64.7,-119.9,18,-0.4,-0.2,-0.8,-0.4,-8.2,-9.0,30550000.0,1175000.0,1,0.0,0,0.333,0.435,0.588,-0.153,45.8,1875.2,1939.9,20,38,71.0,79.2,0.5,0.7,0.5852,0.6596,-0.0744,1,0,0,2014-06-16,FIFA World Cup
Belgium,Algeria,0,1,37.2,190.0,19,-0.2,-0.2,1.5,1.5,4.6,5.0,298050000.0,11463462.0,2,0.5,0,0.333,1.0,0.467,0.533,11.8,1839.8,1802.6,9,28,82.7,78.1,0.5,0.7,0.6745,0.6686,0.0059,2,2,1,2014-06-17,FIFA World Cup
Brazil,Mexico,0,0,120.4,220.0,8,0.0,-0.1,0.0,0.4,11.6,9.0,736350000.0,28321154.0,38,0.579,3,1.0,0.562,0.5,0.062,-11.7,2080.1,1959.7,6,14,85.3,73.7,0.5,0.6,0.7692,0.6511,0.1181,1,0,0,2014-06-17,FIFA World Cup
Russia,South Korea,0,1,1.1,-32.5,-11,0.2,0.1,-0.2,-0.2,-4.1,-6.0,-139050000.0,-5348077.0,1,1.0,0,0.333,0.286,0.6,-0.314,-37.5,1767.5,1766.4,33,22,71.7,75.8,0.6,0.5,0.5905,0.593,-0.0025,1,1,1,2014-06-17,FIFA World Cup
Australia,Netherlands,0,1,-125.6,-190.0,-19,0.2,-0.1,-1.7,-1.6,-12.3,-15.0,-673450000.0,-25901923.0,3,0.333,0,0.333,0.625,0.2,0.425,-4.8,1911.6,2037.2,27,8,71.6,83.9,0.6,0.7,0.624,0.7861,-0.1621,0,2,3,2014-06-18,FIFA World Cup
Cameroon,Croatia,0,1,-184.6,-197.8,-38,-0.2,-0.3,-1.7,-1.8,-4.1,1.0,-387300000.0,-14896154.0,0,0.333,0,0.333,0.5,0.636,-0.136,-45.2,1742.2,1926.8,49,11,76.2,80.3,0.5,0.8,0.5715,0.7366,-0.1651,0,0,4,2014-06-18,FIFA World Cup
Spain,Chile,0,1,504.3,404.5,38,0.6,0.6,3.4,2.7,11.3,13.0,1222800000.0,47030769.0,10,0.8,2,1.0,0.5,0.5,0.0,29.2,2219.8,1715.5,2,40,85.8,74.5,0.7,0.1,0.8819,0.4635,0.4184,0,0,2,2014-06-18,FIFA World Cup
Colombia,Ivory Coast,0,1,252.3,240.0,25,0.2,-0.2,-0.8,-0.3,0.3,4.0,-221150000.0,-8505769.0,0,0.333,0,0.333,0.583,0.556,0.027,13.0,2100.8,1848.5,13,38,79.0,78.7,0.4,0.6,0.6501,0.6888,-0.0387,2,2,1,2014-06-19,FIFA World Cup
Japan,Greece,0,1,218.8,123.9,33,0.2,0.2,2.0,0.9,1.2,0.0,270850000.0,10417308.0,1,1.0,0,0.333,0.417,0.0,0.417,31.7,1974.9,1756.1,18,51,78.5,77.3,0.6,0.4,0.6747,0.5512,0.1236,1,0,0,2014-06-19,FIFA World Cup
Uruguay,England,0,1,-239.0,-90.0,-12,-0.4,-0.6,-2.1,-1.4,-4.9,-1.0,-998900000.0,-38419231.0,10,0.4,2,0.5,0.529,0.333,0.196,3.5,1891.5,2130.5,16,4,80.3,85.2,0.3,0.9,0.6023,0.9344,-0.3321,2,2,1,2014-06-19,FIFA World Cup
Honduras,Ecuador,0,1,-263.4,-250.9,-55,0.2,0.2,0.7,0.9,-7.9,-14.0,-363750000.0,-13990385.0,11,0.182,0,0.333,0.556,0.5,0.056,-30.2,1619.1,1882.5,78,23,67.9,75.8,0.6,0.4,0.5585,0.6164,-0.058,0,1,2,2014-06-20,FIFA World Cup
Italy,Costa Rica,0,1,82.8,82.8,42,0.4,0.3,0.2,0.4,17.4,18.0,0.0,0.0,1,1.0,0,0.333,0.467,0.2,0.267,0.0,1832.8,1750.0,10,52,84.4,67.0,0.7,0.4,0.6541,0.5273,0.1268,0,0,1,2014-06-20,FIFA World Cup
Switzerland,France,0,1,-197.2,-240.0,-16,-0.2,-0.2,-0.3,-0.5,-5.9,-4.0,-1190500000.0,-45788462.0,36,0.333,1,0.0,0.25,0.455,-0.205,12.8,1976.0,2173.2,19,3,80.2,86.1,0.6,0.8,0.6869,0.9401,-0.2532,0,2,5,2014-06-20,FIFA World Cup
Argentina,Iran,0,1,331.8,330.0,19,0.4,0.2,0.3,-0.2,13.1,10.0,776950000.0,29882692.0,1,0.0,0,0.333,0.652,0.435,0.217,2.9,2207.0,1875.2,1,20,84.1,71.0,0.7,0.5,0.8207,0.5852,0.2355,2,1,0,2014-06-21,FIFA World Cup
Germany,Ghana,0,1,205.8,280.0,39,0.2,-0.1,-0.1,0.3,8.0,6.0,713650000.0,27448077.0,2,1.0,1,1.0,0.75,0.385,0.365,10.6,2032.2,1826.4,10,49,84.8,76.8,0.7,0.8,0.813,0.6923,0.1207,1,2,2,2014-06-21,FIFA World Cup
Nigeria,Bosnia and Herzegovina,0,1,242.1,294.9,26,0.4,0.4,1.1,0.3,4.1,6.0,-146400000.0,-5630769.0,0,0.333,0,0.333,0.588,0.75,-0.162,-23.6,1939.9,1697.8,38,64,79.2,75.1,0.7,0.3,0.6596,0.5315,0.1281,2,1,0,2014-06-21,FIFA World Cup
Belgium,Russia,0,1,72.3,182.5,24,-0.4,-0.1,1.6,1.5,11.0,10.0,547500000.0,21057692.0,8,0.375,4,0.5,1.0,0.286,0.714,42.3,1839.8,1767.5,9,33,82.7,71.7,0.5,0.6,0.6745,0.5905,0.0839,2,1,0,2014-06-22,FIFA World Cup
South Korea,Algeria,0,1,-36.2,40.0,6,0.0,-0.2,0.1,0.2,-2.3,1.0,-110400000.0,-4246154.0,2,0.5,0,0.333,0.6,0.467,0.133,7.0,1766.4,1802.6,22,28,75.8,78.1,0.5,0.7,0.593,0.6686,-0.0756,0,2,4,2014-06-22,FIFA World Cup
United States,Portugal,0,1,-5.6,-160.0,-12,0.2,-0.2,-1.7,-1.8,-6.1,-5.0,-642850000.0,-24725000.0,5,0.4,1,1.0,0.6,0.625,-0.025,-7.7,2013.2,2018.8,17,5,78.4,84.5,0.4,0.6,0.6429,0.793,-0.1502,1,2,2,2014-06-22,FIFA World Cup
Australia,Spain,0,1,-308.2,-330.0,-25,0.2,-0.1,-1.4,-1.4,-14.2,-15.0,-1142050000.0,-43925000.0,0,0.333,0,0.333,0.625,0.5,0.125,-0.3,1911.6,2219.8,27,2,71.6,85.8,0.6,0.7,0.624,0.8819,-0.2579,0,0,3,2014-06-23,FIFA World Cup
Brazil,Cameroon,0,0,337.9,287.8,43,0.0,0.0,0.3,0.4,9.1,4.0,928200000.0,35700000.0,4,0.75,1,1.0,0.562,0.5,0.062,35.8,2080.1,1742.2,6,49,85.3,76.2,0.5,0.5,0.7692,0.5715,0.1977,2,4,1,2014-06-23,FIFA World Cup
Croatia,Mexico,0,1,-32.9,130.0,3,0.2,0.2,1.4,1.8,6.6,4.0,195450000.0,7517308.0,3,0.667,1,0.0,0.636,0.5,0.136,-2.3,1926.8,1959.7,11,14,80.3,73.7,0.8,0.6,0.7366,0.6511,0.0855,0,1,3,2014-06-23,FIFA World Cup
Netherlands,Chile,0,1,321.7,264.5,32,0.6,0.6,3.7,2.9,9.4,13.0,754200000.0,29007692.0,1,0.0,0,0.333,0.2,0.5,-0.3,33.7,2037.2,1715.5,8,40,83.9,74.5,0.7,0.1,0.7861,0.4635,0.3226,2,2,0,2014-06-23,FIFA World Cup
Costa Rica,England,0,1,-380.5,-300.0,-48,-0.6,-0.5,-1.5,-0.6,-18.2,-19.0,-1358200000.0,-52238462.0,0,0.333,0,0.333,0.2,0.333,-0.133,-32.8,1750.0,2130.5,52,4,67.0,85.2,0.4,0.9,0.5273,0.9344,-0.4071,1,0,0,2014-06-24,FIFA World Cup
Greece,Ivory Coast,0,1,-92.4,6.1,-13,-0.4,-0.2,-1.5,-0.7,-1.4,1.0,-523500000.0,-20134615.0,0,0.333,0,0.333,0.0,0.556,-0.556,-27.8,1756.1,1848.5,51,38,77.3,78.7,0.4,0.6,0.5512,0.6888,-0.1376,2,2,1,2014-06-24,FIFA World Cup
Italy,Uruguay,0,1,-58.7,-127.2,6,0.2,0.4,0.8,1.2,4.1,0.0,-359300000.0,-13819231.0,9,0.222,2,0.5,0.467,0.529,-0.062,-36.3,1832.8,1891.5,10,16,84.4,80.3,0.7,0.3,0.6541,0.6023,0.0519,0,0,1,2014-06-24,FIFA World Cup
Japan,Colombia,0,1,-125.9,-110.0,-5,-0.4,0.2,1.3,0.5,-0.5,-3.0,-31500000.0,-1211538.0,2,0.0,0,0.333,0.417,0.583,-0.166,-9.1,1974.9,2100.8,18,13,78.5,79.0,0.6,0.4,0.6747,0.6501,0.0247,0,1,4,2014-06-24,FIFA World Cup
Bosnia and Herzegovina,Iran,0,1,-177.4,-175.0,-44,0.0,-0.2,-0.3,0.1,4.1,3.0,115850000.0,4455769.0,5,0.0,0,0.333,0.75,0.435,0.315,-22.2,1697.8,1875.2,64,20,75.1,71.0,0.3,0.5,0.5315,0.5852,-0.0537,2,3,1,2014-06-25,FIFA World Cup
Ecuador,France,0,1,-290.7,-230.0,-20,-0.6,-0.4,-1.2,-2.0,-10.3,-4.0,-1159250000.0,-44586538.0,1,0.0,0,0.333,0.5,0.455,0.045,-1.2,1882.5,2173.2,23,3,75.8,86.1,0.4,0.8,0.6164,0.9401,-0.3237,1,0,0,2014-06-25,FIFA World Cup
Honduras,Switzerland,0,1,-356.9,-240.9,-59,-0.2,0.0,-0.2,-0.6,-12.3,-14.0,-332500000.0,-12788462.0,1,0.0,1,0.0,0.556,0.25,0.306,-44.2,1619.1,1976.0,78,19,67.9,80.2,0.6,0.6,0.5585,0.6869,-0.1284,0,0,3,2014-06-25,FIFA World Cup
Nigeria,Argentina,0,1,-267.1,-210.1,-37,0.0,0.0,0.5,0.6,-4.9,-1.0,-807500000.0,-31057692.0,6,0.167,3,0.0,0.588,0.652,-0.064,-48.7,1939.9,2207.0,38,1,79.2,84.1,0.7,0.7,0.6596,0.8207,-0.161,0,2,3,2014-06-25,FIFA World Cup
Algeria,Russia,0,1,35.1,-7.5,5,-0.2,0.1,0.1,0.0,6.4,5.0,249450000.0,9594231.0,1,0.0,0,0.333,0.467,0.286,0.181,30.5,1802.6,1767.5,28,33,78.1,71.7,0.7,0.6,0.6686,0.5905,0.0781,1,1,1,2014-06-26,FIFA World Cup
South Korea,Belgium,0,1,-73.4,-150.0,-13,0.2,0.0,-1.4,-1.3,-6.9,-4.0,-408450000.0,-15709615.0,3,0.0,2,0.0,0.6,1.0,-0.4,-4.9,1766.4,1839.8,22,9,75.8,82.7,0.5,0.5,0.593,0.6745,-0.0815,0,0,1,2014-06-26,FIFA World Cup
Portugal,Ghana,0,1,192.4,320.0,44,-0.4,-0.2,0.1,0.7,7.7,6.0,772150000.0,29698077.0,0,0.333,0,0.333,0.625,0.385,0.24,22.7,2018.8,1826.4,5,49,84.5,76.8,0.6,0.8,0.793,0.6923,0.1007,2,2,1,2014-06-26,FIFA World Cup
United States,Germany,0,1,-19.0,-120.0,-7,-0.4,-0.3,-1.5,-1.4,-6.4,-5.0,-584350000.0,-22475000.0,9,0.333,2,0.0,0.6,0.75,-0.15,4.5,2013.2,2032.2,17,10,78.4,84.8,0.4,0.7,0.6429,0.813,-0.1702,0,0,1,2014-06-26,FIFA World Cup
Brazil,Chile,0,0,364.6,314.5,34,0.6,0.4,1.7,1.0,10.8,12.0,928200000.0,35700000.0,67,0.716,3,1.0,0.562,0.5,0.062,35.8,2080.1,1715.5,6,40,85.3,74.5,0.5,0.1,0.7692,0.4635,0.3058,1,1,1,2014-06-28,FIFA World Cup
Colombia,Uruguay,0,1,209.3,30.0,3,0.4,0.1,0.3,0.7,-1.3,-4.0,-56950000.0,-2190385.0,38,0.289,1,0.0,0.583,0.529,0.054,4.5,2100.8,1891.5,13,16,79.0,80.3,0.4,0.3,0.6501,0.6023,0.0478,2,2,0,2014-06-28,FIFA World Cup
Costa Rica,Greece,0,1,-6.1,-6.1,-1,0.0,0.0,1.0,0.5,-10.3,-11.0,0.0,0.0,0,0.333,0,0.333,0.2,0.0,0.2,0.0,1750.0,1756.1,52,51,67.0,77.3,0.4,0.4,0.5273,0.5512,-0.0239,1,1,1,2014-06-29,FIFA World Cup
Netherlands,Mexico,0,1,77.5,170.0,6,0.0,0.1,2.0,2.3,10.2,10.0,562350000.0,21628846.0,6,0.5,1,0.0,0.2,0.5,-0.3,-13.8,2037.2,1959.7,8,14,83.9,73.7,0.7,0.6,0.7861,0.6511,0.135,2,2,1,2014-06-29,FIFA World Cup
France,Nigeria,0,1,233.3,160.1,35,0.2,0.1,0.1,0.5,6.9,4.0,1523000000.0,58576923.0,1,0.0,0,0.333,0.455,0.588,-0.133,31.4,2173.2,1939.9,3,38,86.1,79.2,0.8,0.7,0.9401,0.6596,0.2805,2,2,0,2014-06-30,FIFA World Cup
Germany,Algeria,0,1,229.6,210.0,18,0.4,0.0,1.0,1.1,6.7,5.0,697550000.0,26828846.0,2,0.0,1,0.0,0.75,0.467,0.283,2.6,2032.2,1802.6,10,28,84.8,78.1,0.7,0.7,0.813,0.6686,0.1444,2,2,1,2014-06-30,FIFA World Cup
Argentina,Switzerland,0,1,231.0,290.0,18,0.0,0.1,-0.3,-0.6,3.9,1.0,475000000.0,18269231.0,6,0.667,1,1.0,0.652,0.25,0.402,4.6,2207.0,1976.0,1,19,84.1,80.2,0.7,0.6,0.8207,0.6869,0.1337,2,1,0,2014-07-01,FIFA World Cup
Belgium,United States,0,1,-173.4,100.0,8,-0.2,0.1,2.0,1.8,4.3,5.0,184850000.0,7109615.0,6,0.833,1,0.0,1.0,0.6,0.4,4.8,1839.8,2013.2,9,17,82.7,78.4,0.5,0.4,0.6745,0.6429,0.0316,2,2,1,2014-07-01,FIFA World Cup
Brazil,Colombia,0,0,-20.7,40.0,7,-0.2,0.1,0.1,-0.4,6.3,4.0,625850000.0,24071154.0,25,0.6,0,0.333,0.562,0.583,-0.021,-4.9,2080.1,2100.8,6,13,85.3,79.0,0.5,0.4,0.7692,0.6501,0.1192,2,2,1,2014-07-04,FIFA World Cup
France,Germany,0,1,141.0,130.0,7,-0.2,0.1,0.1,0.2,1.3,2.0,576000000.0,22153846.0,25,0.44,3,0.333,0.455,0.75,-0.295,-1.7,2173.2,2032.2,3,10,86.1,84.8,0.8,0.7,0.9401,0.813,0.1271,0,0,1,2014-07-04,FIFA World Cup
Argentina,Belgium,0,1,367.2,200.0,8,0.2,0.2,-1.0,-1.3,1.4,-1.0,260000000.0,10000000.0,4,0.75,2,0.5,0.652,1.0,-0.348,6.4,2207.0,1839.8,1,9,84.1,82.7,0.7,0.5,0.8207,0.6745,0.1462,2,1,0,2014-07-05,FIFA World Cup
Netherlands,Costa Rica,0,1,287.2,230.0,44,0.4,0.3,1.8,1.4,16.9,19.0,754200000.0,29007692.0,0,0.333,0,0.333,0.2,0.2,0.0,33.7,2037.2,1750.0,8,52,83.9,67.0,0.7,0.4,0.7861,0.5273,0.2588,1,0,0,2014-07-05,FIFA World Cup
Brazil,Germany,0,0,47.9,60.0,4,-0.4,-0.2,-1.0,-1.1,0.5,0.0,-18800000.0,-723077.0,21,0.571,1,1.0,0.562,0.75,-0.188,2.8,2080.1,2032.2,6,10,85.3,84.8,0.5,0.7,0.7692,0.813,-0.0438,0,1,7,2014-07-08,FIFA World Cup
Netherlands,Argentina,0,1,-169.8,-170.0,-7,0.0,0.0,1.5,1.7,-0.2,2.0,-53300000.0,-2050000.0,8,0.5,4,0.5,0.2,0.652,-0.452,-15.0,2037.2,2207.0,8,1,83.9,84.1,0.7,0.7,0.7861,0.8207,-0.0346,1,0,0,2014-07-09,FIFA World Cup
Brazil,Netherlands,0,0,42.9,50.0,2,0.0,-0.2,-2.0,-1.9,1.4,-1.0,174000000.0,6692308.0,11,0.273,4,0.25,0.562,0.2,0.362,2.1,2080.1,2037.2,6,8,85.3,83.9,0.5,0.7,0.7692,0.7861,-0.0169,0,0,3,2014-07-12,FIFA World Cup
Germany,Argentina,0,1,-174.8,-180.0,-9,0.4,0.0,0.5,0.9,0.7,1.0,139500000.0,5365385.0,20,0.3,6,0.5,0.75,0.652,0.098,-15.7,2032.2,2207.0,10,1,84.8,84.1,0.7,0.7,0.813,0.8207,-0.0077,2,1,0,2014-07-13,FIFA World Cup
Russia,Saudi Arabia,0,0,39.8,107.5,25,0.6,0.3,0.9,0.7,-0.8,-3.0,-40900000.0,-1573077.0,1,0.0,0,0.333,0.286,0.778,-0.492,-36.3,1767.5,1727.7,33,58,71.7,72.5,0.6,0.3,0.5905,0.5164,0.0741,2,5,0,2018-06-14,FIFA World Cup
Egypt,Uruguay,0,1,58.6,-230.0,-20,0.0,0.3,0.4,0.2,-7.6,2.0,-249200000.0,-9584615.0,1,0.0,0,0.333,0.577,0.529,0.048,-3.7,1950.1,1891.5,36,16,72.7,80.3,0.6,0.3,0.6365,0.6023,0.0342,0,0,1,2018-06-15,FIFA World Cup
Morocco,Iran,0,1,164.3,100.0,13,0.4,0.2,0.5,-0.1,8.9,11.0,417150000.0,16044231.0,2,0.0,0,0.333,0.429,0.435,-0.006,-18.0,2039.5,1875.2,7,20,79.9,71.0,0.7,0.5,0.7367,0.5852,0.1515,0,0,1,2018-06-15,FIFA World Cup
Portugal,Spain,0,1,-201.0,-110.0,-3,-0.2,-0.1,-0.5,-0.2,-1.3,-1.0,-217300000.0,-8357692.0,36,0.222,1,0.0,0.625,0.5,0.125,16.1,2018.8,2219.8,5,2,84.5,85.8,0.6,0.7,0.793,0.8819,-0.0888,1,3,3,2018-06-15,FIFA World Cup
France,Australia,0,1,261.6,310.0,24,0.0,0.2,0.8,1.0,14.5,16.0,1442250000.0,55471154.0,4,0.5,0,0.333,0.455,0.625,-0.17,2.5,2173.2,1911.6,3,27,86.1,71.6,0.8,0.6,0.9401,0.624,0.3161,2,2,1,2018-06-16,FIFA World Cup
Argentina,Iceland,0,1,690.4,633.4,69,0.4,0.4,1.4,-0.1,12.5,9.0,807500000.0,31057692.0,0,0.333,0,0.333,0.652,1.0,-0.348,48.7,2207.0,1516.6,1,70,84.1,71.6,0.7,0.3,0.8207,0.4754,0.3453,1,1,1,2018-06-16,FIFA World Cup
